3,4,8,10,11,18,19,22,23,24,26,27,28,34,37,47,52,53,56,57,58,61,66,67,70,71,74,77,79,81,84,90,92,94,96,98,100,104,105,109,110,114,116,118,123,126,130,133,134,140,149,151,157,158,169,170,171,177,178,180,185,186,191,192,194,197,203,208,210,212,216,223,225,228,229,235,236,240,241,242,244,249,250,256,258,260,261,262,264,267,277,287,288,296,301,304,306,312,313,314,315,316,318,320,323,329,333,338,342,350,355,356,358,362,365,366,370,372,374,375,377,378,389,391,392,395,399,401,403,406,416,421,422,427,428
2,12,29,32,51,64,69,87,97,101,102,113,128,145,148,152,153,154,160,161,162,179,187,188,195,196,198,204,209,211,224,238,243,253,255,257,265,269,273,276,281,284,286,299,319,325,344,351,357,361,368,369,383,384,390,397,404,408,418,420,424,425,430
0,1,5,15,16,21,25,31,38,40,43,45,46,48,49,55,60,62,63,65,82,86,88,89,95,111,112,115,117,119,120,121,136,146,147,150,156,163,164,167,168,174,175,181,182,183,184,189,190,193,202,217,218,220,221,226,227,230,246,254,263,268,275,278,279,280,282,289,291,292,293,297,303,305,307,308,310,321,322,327,328,330,336,337,339,341,348,349,353,354,363,371,373,376,381,385,386,393,398,400,402,405,407,412,417,419,423,426,431
6,7,9,13,14,17,20,30,33,35,36,39,41,42,44,50,54,59,68,72,73,75,76,78,80,83,85,91,93,99,103,106,107,108,122,124,125,127,129,131,132,135,137,138,139,141,142,143,144,155,159,165,166,172,173,176,199,200,201,205,206,207,213,214,215,219,222,231,232,233,234,237,239,245,247,248,251,252,259,266,270,271,272,274,283,285,290,294,295,298,300,302,309,311,317,324,326,331,332,334,335,340,343,345,346,347,352,359,360,364,367,379,380,382,387,388,394,396,409,410,411,413,414,415,429
