2,3,4,8,10,11,12,18,19,22,23,24,26,27,28,29,32,34,37,47,51,52,53,56,57,58,61,64,66,67,69,70,71,74,77,79,81,84,87,90,92,94,96,97,98,100,101,102,104,105,109,110,113,114,116,118,123,126,128,130,133,134,140,145,148,149,151,152,153,154,157,158,160,161,162,169,170,171,177,178,179,180,185,186,187,188,191,192,194,195,196,197,198,203,204,208,209,210,211,212,216,223,224,225,228,229,235,236,238,240,241,242,243,244,249,250,253,255,256,257,258,260,261,262,264,265,267,269,273,276,277,281,284,286,287,288,296,299,301,304,306,312,313,314,315,316,318,319,320,323,325,329,333,338,342,344,350,351,355,356,357,358,361,362,365,366,368,369,370,372,374,375,377,378,383,384,389,390,391,392,395,397,399,401,403,404,406,408,416,418,420,421,422,424,425,427,428,430
0,1,5,6,7,9,13,14,15,16,17,20,21,25,30,31,33,35,36,38,39,40,41,42,43,44,45,46,48,49,50,54,55,59,60,62,63,65,68,72,73,75,76,78,80,82,83,85,86,88,89,91,93,95,99,103,106,107,108,111,112,115,117,119,120,121,122,124,125,127,129,131,132,135,136,137,138,139,141,142,143,144,146,147,150,155,156,159,163,164,165,166,167,168,172,173,174,175,176,181,182,183,184,189,190,193,199,200,201,202,205,206,207,213,214,215,217,218,219,220,221,222,226,227,230,231,232,233,234,237,239,245,246,247,248,251,252,254,259,263,266,268,270,271,272,274,275,278,279,280,282,283,285,289,290,291,292,293,294,295,297,298,300,302,303,305,307,308,309,310,311,317,321,322,324,326,327,328,330,331,332,334,335,336,337,339,340,341,343,345,346,347,348,349,352,353,354,359,360,363,364,367,371,373,376,379,380,381,382,385,386,387,388,393,394,396,398,400,402,405,407,409,410,411,412,413,414,415,417,419,423,426,429,431
