3,10,14,15,16,19,35,36,42,43,45,48,63,75,83,91,103,107,110,112,113,125,127,130,134,143,146,148,152,153,158,159,164,165,169,178,183,185,191,192,197,198,201,203,211,217,222,226,227,228,229,231,234,237,238,239,240,243,260,262,264,266,274,275,276,285,286,287,288,294,299,300,301,309,320,321,324,332,334,337,349,351,353,361,370,373,381,383,397,403,405,416,421,427,446,452,453,459,463,469,471,472,480,486,487,492,493,494,500,507,511,519,522,524,529,534
0,24,34,37,105,108,131,147,154,155,157,175,194,233,265,267,273,282,283,284,293,305,307,339,378,394,425,431,435,460,468,475,481,502,504,526,528,532
5,6,12,13,17,25,28,32,38,44,53,56,58,74,79,86,87,90,96,100,106,111,114,117,123,139,141,149,163,170,173,184,188,190,200,210,223,225,235,253,254,255,263,272,279,280,303,319,325,331,336,340,345,346,352,354,356,357,358,360,363,374,385,407,413,414,415,417,419,422,440,444,457,458,464,467,477,478,495,498,506,509,520,525,531
95,136,241,298,311,338,365,384,400,473
2,4,22,29,30,31,33,39,40,41,47,49,52,60,62,64,66,68,71,72,73,76,77,81,82,84,85,89,92,93,94,97,99,101,118,119,128,133,135,137,138,144,145,150,167,168,171,172,176,177,181,199,202,204,206,218,219,221,224,232,242,244,246,247,252,258,259,268,269,271,277,281,302,308,312,313,315,318,322,323,326,350,359,364,369,372,376,377,379,386,388,389,391,395,398,402,404,406,408,410,423,424,430,432,438,439,441,450,451,455,465,474,476,479,484,488,489,496,503,505,508,510,515,521,523,527,530,535
1,7,21,27,57,59,70,102,104,174,179,180,214,250,251,270,278,292,316,342,375,429,443,456,501
9,11,20,23,50,51,55,61,65,67,69,78,80,109,115,116,120,121,122,124,126,129,132,140,156,160,161,166,182,186,187,189,193,205,209,230,245,249,256,257,289,290,291,295,296,297,304,306,310,314,317,329,330,333,335,341,344,355,362,366,367,368,371,382,387,392,393,396,399,401,412,420,426,433,436,437,447,449,454,461,462,470,483,490,491,497,499,512,513,516,517,518,533
8,18,26,46,54,88,98,142,151,162,195,196,207,208,212,213,215,216,220,236,248,261,327,328,343,347,348,380,390,409,411,418,428,434,442,445,448,466,482,485,514
