CD3,0.0024878565329387544
CD4,0.1336981772105416
CD5,0.010607941609936248
CD8,0.0
CD10,0.00894274465947303
CD15,0.01620843677105511
CD20,0.0
CD30,0.04466685577122346
CD79a,0.00942166127854346
bcl2,0.07009384940350874
bcl6,0.035666026584147095
MUM1,0.31288212806558596
PAX5,0.015044116192905492
EBER,0.04673210700976739
EBV-LMP,0.015829291323770506
TIA1,0.0
granzymeB,0.0
cyclinD1,0.06070339538723486
IRTA1,0.006756818465371834
kappa,0.02239243896003553
lambda,0.0
FDC meshwork,0.10844608127670025
AE1/AE3,0.07942007349726075
EBNA2,0.0
