8,18,22,23,26,27,67,79,81,84,94,96,100,104,105,110,118,130,133,140,157,177,180,186,194,197,203,210,225,228,236,241,296,304,306,315,323,329,333,350,358,366,372,377,378,389,391,399,401,422,428
2,12,29,32,51,64,69,97,101,102,113,128,145,148,152,153,154,160,161,179,187,188,195,196,198,204,209,211,224,238,243,253,255,257,265,273,276,281,284,286,299,319,325,344,351,357,361,368,369,383,384,390,397,404,408,418,420,424,425,430
3,4,10,11,24,28,34,37,47,53,56,58,61,66,71,123,149,162,169,170,171,178,185,229,235,240,242,244,262,277,312,313,314,316,318,338,355,356,362,365,392,395,403,406,416,421,427
19,52,57,70,74,77,87,90,92,98,109,114,116,126,134,151,158,191,192,208,212,216,223,249,250,256,258,260,261,264,267,269,287,288,301,320,342,370,374,375
1,7,9,14,17,25,33,36,39,41,42,44,50,60,62,68,72,73,75,76,78,80,85,88,91,95,103,107,111,125,127,129,135,136,139,146,147,155,166,172,173,184,193,200,201,205,206,207,213,219,226,233,237,239,245,248,259,266,268,270,271,272,274,282,283,289,293,300,302,321,324,326,334,335,345,359,360,363,367,376,387,394,396,407,414,415,429
6,13,20,30,35,46,48,49,54,59,93,99,108,112,115,137,138,141,142,144,176,181,230,231,232,247,251,252,254,263,309,311,317,332,340,343,346,348,349,379,411
16,21,31,40,43,55,82,83,86,89,106,119,124,131,132,150,156,159,163,164,174,175,182,189,199,217,218,220,222,227,234,275,279,280,285,290,291,292,294,295,297,298,303,305,307,308,310,322,328,330,331,336,337,339,347,352,353,364,371,373,380,381,382,385,386,388,393,400,402,405,409,410,412,413,417,419,423,426,431
0,5,15,38,45,63,65,117,120,121,122,143,165,167,168,183,190,202,214,215,221,246,278,327,341,354,398
